group,mass_bin,T_bin,O2_bin,n
epipelagic,10^5 g,10.75,20.75,99
epipelagic,10^5 g,10.75,21.25,55
epipelagic,10^5 g,10.75,21.75,115
epipelagic,10^5 g,10.75,22.25,10
epipelagic,10^5 g,10.75,22.75,10
epipelagic,10^5 g,11.25,9.25,10
epipelagic,10^5 g,11.25,9.75,29
epipelagic,10^5 g,11.25,11.75,21
epipelagic,10^5 g,11.25,12.25,35
epipelagic,10^5 g,11.25,12.75,38
epipelagic,10^5 g,11.25,13.25,23
epipelagic,10^5 g,11.25,15.75,149
epipelagic,10^5 g,11.25,16.75,88
epipelagic,10^5 g,11.25,17.25,165
epipelagic,10^5 g,11.25,17.75,12
epipelagic,10^5 g,11.25,18.25,42
epipelagic,10^5 g,11.25,18.75,53
epipelagic,10^5 g,11.25,19.25,3
epipelagic,10^5 g,11.25,19.75,81
epipelagic,10^5 g,11.25,20.25,57
epipelagic,10^5 g,11.25,20.75,81
epipelagic,10^5 g,11.25,21.25,63
epipelagic,10^5 g,11.25,21.75,680
epipelagic,10^5 g,11.25,22.25,340
epipelagic,10^5 g,11.25,22.75,11
epipelagic,10^5 g,11.75,9.25,2
epipelagic,10^5 g,11.75,9.75,40
epipelagic,10^5 g,11.75,10.25,6
epipelagic,10^5 g,11.75,10.75,2
epipelagic,10^5 g,11.75,11.75,1
epipelagic,10^5 g,11.75,13.25,2
epipelagic,10^5 g,11.75,14.25,47
epipelagic,10^5 g,11.75,15.75,45
epipelagic,10^5 g,11.75,16.75,37
epipelagic,10^5 g,11.75,17.75,244
epipelagic,10^5 g,11.75,18.25,12
epipelagic,10^5 g,11.75,18.75,99
epipelagic,10^5 g,11.75,19.25,11
epipelagic,10^5 g,11.75,19.75,446
epipelagic,10^5 g,11.75,20.25,12
epipelagic,10^5 g,11.75,20.75,32
epipelagic,10^5 g,11.75,21.25,54
epipelagic,10^5 g,11.75,21.75,275
epipelagic,10^5 g,11.75,22.25,709
epipelagic,10^5 g,11.75,22.75,5
epipelagic,10^5 g,12.25,9.75,54
epipelagic,10^5 g,12.25,10.25,34
epipelagic,10^5 g,12.25,10.75,2
epipelagic,10^5 g,12.25,12.75,4
epipelagic,10^5 g,12.25,15.75,38
epipelagic,10^5 g,12.25,18.25,20
epipelagic,10^5 g,12.25,18.75,122
epipelagic,10^5 g,12.25,19.25,647
epipelagic,10^5 g,12.25,19.75,350
epipelagic,10^5 g,12.25,20.25,226
epipelagic,10^5 g,12.25,20.75,109
epipelagic,10^5 g,12.25,21.25,145
epipelagic,10^5 g,12.25,21.75,362
epipelagic,10^5 g,12.25,22.25,1638
epipelagic,10^5 g,12.25,22.75,171
epipelagic,10^5 g,12.75,9.75,7
epipelagic,10^5 g,12.75,10.25,29
epipelagic,10^5 g,12.75,10.75,5
epipelagic,10^5 g,12.75,11.25,2
epipelagic,10^5 g,12.75,11.75,2
epipelagic,10^5 g,12.75,13.25,39
epipelagic,10^5 g,12.75,14.25,9
epipelagic,10^5 g,12.75,14.75,4
epipelagic,10^5 g,12.75,16.75,158
epipelagic,10^5 g,12.75,17.25,233
epipelagic,10^5 g,12.75,17.75,258
epipelagic,10^5 g,12.75,18.25,20
epipelagic,10^5 g,12.75,18.75,31
epipelagic,10^5 g,12.75,19.75,25
epipelagic,10^5 g,12.75,20.25,12
epipelagic,10^5 g,12.75,20.75,139
epipelagic,10^5 g,12.75,21.25,191
epipelagic,10^5 g,12.75,21.75,377
epipelagic,10^5 g,12.75,22.25,424
epipelagic,10^5 g,12.75,22.75,39
epipelagic,10^5 g,13.25,10.25,19
epipelagic,10^5 g,13.25,10.75,9
epipelagic,10^5 g,13.25,11.25,109
epipelagic,10^5 g,13.25,12.75,37
epipelagic,10^5 g,13.25,13.75,122
epipelagic,10^5 g,13.25,14.25,1
epipelagic,10^5 g,13.25,14.75,15
epipelagic,10^5 g,13.25,15.25,2
epipelagic,10^5 g,13.25,16.25,3
epipelagic,10^5 g,13.25,16.75,2
epipelagic,10^5 g,13.25,17.25,1
epipelagic,10^5 g,13.25,17.75,63
epipelagic,10^5 g,13.25,18.25,5
epipelagic,10^5 g,13.25,18.75,13
epipelagic,10^5 g,13.25,19.25,9
epipelagic,10^5 g,13.25,19.75,122
epipelagic,10^5 g,13.25,20.25,26
epipelagic,10^5 g,13.25,20.75,53
epipelagic,10^5 g,13.25,21.25,62
epipelagic,10^5 g,13.25,21.75,389
epipelagic,10^5 g,13.25,22.25,652
epipelagic,10^5 g,13.25,22.75,24
epipelagic,10^5 g,13.75,10.25,23
epipelagic,10^5 g,13.75,10.75,162
epipelagic,10^5 g,13.75,11.25,2
epipelagic,10^5 g,13.75,11.75,11
epipelagic,10^5 g,13.75,12.75,22
epipelagic,10^5 g,13.75,13.75,105
epipelagic,10^5 g,13.75,14.25,2
epipelagic,10^5 g,13.75,14.75,2
epipelagic,10^5 g,13.75,18.25,11
epipelagic,10^5 g,13.75,18.75,2
epipelagic,10^5 g,13.75,19.25,1
epipelagic,10^5 g,13.75,19.75,3
epipelagic,10^5 g,13.75,20.25,21
epipelagic,10^5 g,13.75,20.75,95
epipelagic,10^5 g,13.75,21.25,8
epipelagic,10^5 g,13.75,21.75,394
epipelagic,10^5 g,13.75,22.25,822
epipelagic,10^5 g,14.25,9.75,2
epipelagic,10^5 g,14.25,10.25,1
epipelagic,10^5 g,14.25,10.75,104
epipelagic,10^5 g,14.25,11.25,375
epipelagic,10^5 g,14.25,11.75,4
epipelagic,10^5 g,14.25,12.75,1
epipelagic,10^5 g,14.25,13.25,36
epipelagic,10^5 g,14.25,14.25,48
epipelagic,10^5 g,14.25,14.75,141
epipelagic,10^5 g,14.25,15.75,6
epipelagic,10^5 g,14.25,16.25,24
epipelagic,10^5 g,14.25,16.75,123
epipelagic,10^5 g,14.25,17.25,2
epipelagic,10^5 g,14.25,17.75,19
epipelagic,10^5 g,14.25,18.25,5
epipelagic,10^5 g,14.25,19.25,4
epipelagic,10^5 g,14.25,19.75,2
epipelagic,10^5 g,14.25,20.25,19
epipelagic,10^5 g,14.25,20.75,28
epipelagic,10^5 g,14.25,21.25,7
epipelagic,10^5 g,14.25,21.75,260
epipelagic,10^5 g,14.25,22.25,1431
epipelagic,10^5 g,14.25,22.75,22
epipelagic,10^5 g,14.75,9.75,1
epipelagic,10^5 g,14.75,10.75,179
epipelagic,10^5 g,14.75,11.25,524
epipelagic,10^5 g,14.75,11.75,75
epipelagic,10^5 g,14.75,12.75,13
epipelagic,10^5 g,14.75,13.75,42
epipelagic,10^5 g,14.75,14.75,12
epipelagic,10^5 g,14.75,15.25,4
epipelagic,10^5 g,14.75,15.75,2
epipelagic,10^5 g,14.75,17.25,1
epipelagic,10^5 g,14.75,17.75,84
epipelagic,10^5 g,14.75,18.25,35
epipelagic,10^5 g,14.75,18.75,69
epipelagic,10^5 g,14.75,19.25,373
epipelagic,10^5 g,14.75,19.75,83
epipelagic,10^5 g,14.75,20.25,30
epipelagic,10^5 g,14.75,20.75,63
epipelagic,10^5 g,14.75,21.25,21
epipelagic,10^5 g,14.75,21.75,660
epipelagic,10^5 g,14.75,22.25,973
epipelagic,10^5 g,14.75,22.75,189
epipelagic,10^5 g,15.25,10.75,75
epipelagic,10^5 g,15.25,11.25,187
epipelagic,10^5 g,15.25,11.75,384
epipelagic,10^5 g,15.25,12.25,19
epipelagic,10^5 g,15.25,12.75,3
epipelagic,10^5 g,15.25,13.25,2
epipelagic,10^5 g,15.25,13.75,2
epipelagic,10^5 g,15.25,14.75,18
epipelagic,10^5 g,15.25,15.25,710
epipelagic,10^5 g,15.25,15.75,75
epipelagic,10^5 g,15.25,16.25,2
epipelagic,10^5 g,15.25,17.75,46
epipelagic,10^5 g,15.25,18.25,19
epipelagic,10^5 g,15.25,18.75,10
epipelagic,10^5 g,15.25,19.25,11
epipelagic,10^5 g,15.25,19.75,70
epipelagic,10^5 g,15.25,20.25,42
epipelagic,10^5 g,15.25,20.75,18
epipelagic,10^5 g,15.25,21.25,13
epipelagic,10^5 g,15.25,21.75,89
epipelagic,10^5 g,15.25,22.25,371
epipelagic,10^5 g,15.25,22.75,1
epipelagic,10^5 g,15.75,11.25,197
epipelagic,10^5 g,15.75,11.75,72
epipelagic,10^5 g,15.75,12.25,35
epipelagic,10^5 g,15.75,13.25,4
epipelagic,10^5 g,15.75,13.75,42
epipelagic,10^5 g,15.75,14.25,17
epipelagic,10^5 g,15.75,14.75,31
epipelagic,10^5 g,15.75,15.25,88
epipelagic,10^5 g,15.75,15.75,208
epipelagic,10^5 g,15.75,16.25,311
epipelagic,10^5 g,15.75,16.75,36
epipelagic,10^5 g,15.75,17.25,196
epipelagic,10^5 g,15.75,17.75,3
epipelagic,10^5 g,15.75,18.25,12
epipelagic,10^5 g,15.75,18.75,13
epipelagic,10^5 g,15.75,19.75,6
epipelagic,10^5 g,15.75,20.25,8
epipelagic,10^5 g,15.75,20.75,12
epipelagic,10^5 g,15.75,21.25,15
epipelagic,10^5 g,15.75,21.75,20
epipelagic,10^5 g,15.75,22.25,1005
epipelagic,10^5 g,15.75,22.75,8
epipelagic,10^5 g,16.25,11.25,12
epipelagic,10^5 g,16.25,11.75,17
epipelagic,10^5 g,16.25,12.25,271
epipelagic,10^5 g,16.25,12.75,113
epipelagic,10^5 g,16.25,13.25,5
epipelagic,10^5 g,16.25,13.75,76
epipelagic,10^5 g,16.25,15.25,35
epipelagic,10^5 g,16.25,15.75,4
epipelagic,10^5 g,16.25,16.25,336
epipelagic,10^5 g,16.25,16.75,344
epipelagic,10^5 g,16.25,17.75,3
epipelagic,10^5 g,16.25,18.25,47
epipelagic,10^5 g,16.25,18.75,20
epipelagic,10^5 g,16.25,19.75,7
epipelagic,10^5 g,16.25,20.25,3
epipelagic,10^5 g,16.25,20.75,12
epipelagic,10^5 g,16.25,21.25,16
epipelagic,10^5 g,16.25,21.75,71
epipelagic,10^5 g,16.25,22.25,289
epipelagic,10^5 g,16.25,22.75,167
epipelagic,10^5 g,16.75,11.75,27
epipelagic,10^5 g,16.75,12.25,33
epipelagic,10^5 g,16.75,12.75,98
epipelagic,10^5 g,16.75,13.75,4
epipelagic,10^5 g,16.75,15.25,62
epipelagic,10^5 g,16.75,15.75,87
epipelagic,10^5 g,16.75,16.25,199
epipelagic,10^5 g,16.75,16.75,167
epipelagic,10^5 g,16.75,17.25,104
epipelagic,10^5 g,16.75,17.75,15
epipelagic,10^5 g,16.75,18.25,5
epipelagic,10^5 g,16.75,19.25,7
epipelagic,10^5 g,16.75,19.75,364
epipelagic,10^5 g,16.75,20.25,7
epipelagic,10^5 g,16.75,20.75,6
epipelagic,10^5 g,16.75,21.25,7
epipelagic,10^5 g,16.75,21.75,33
epipelagic,10^5 g,16.75,22.25,273
epipelagic,10^5 g,16.75,22.75,121
epipelagic,10^5 g,17.25,11.75,483
epipelagic,10^5 g,17.25,12.25,699
epipelagic,10^5 g,17.25,12.75,70
epipelagic,10^5 g,17.25,13.25,396
epipelagic,10^5 g,17.25,13.75,160
epipelagic,10^5 g,17.25,14.75,8
epipelagic,10^5 g,17.25,15.75,227
epipelagic,10^5 g,17.25,16.25,18
epipelagic,10^5 g,17.25,16.75,39
epipelagic,10^5 g,17.25,17.25,55
epipelagic,10^5 g,17.25,18.25,9
epipelagic,10^5 g,17.25,18.75,20
epipelagic,10^5 g,17.25,19.25,15
epipelagic,10^5 g,17.25,19.75,14
epipelagic,10^5 g,17.25,20.25,51
epipelagic,10^5 g,17.25,20.75,8
epipelagic,10^5 g,17.25,21.25,3
epipelagic,10^5 g,17.25,21.75,8
epipelagic,10^5 g,17.25,22.25,505
epipelagic,10^5 g,17.25,22.75,43
epipelagic,10^5 g,17.75,11.75,4
epipelagic,10^5 g,17.75,12.75,968
epipelagic,10^5 g,17.75,13.25,418
epipelagic,10^5 g,17.75,13.75,142
epipelagic,10^5 g,17.75,14.75,25
epipelagic,10^5 g,17.75,15.25,3
epipelagic,10^5 g,17.75,15.75,118
epipelagic,10^5 g,17.75,16.25,228
epipelagic,10^5 g,17.75,16.75,145
epipelagic,10^5 g,17.75,17.25,55
epipelagic,10^5 g,17.75,17.75,11
epipelagic,10^5 g,17.75,18.25,16
epipelagic,10^5 g,17.75,18.75,27
epipelagic,10^5 g,17.75,19.25,2
epipelagic,10^5 g,17.75,19.75,7
epipelagic,10^5 g,17.75,20.25,61
epipelagic,10^5 g,17.75,20.75,7
epipelagic,10^5 g,17.75,21.25,41
epipelagic,10^5 g,17.75,21.75,57
epipelagic,10^5 g,17.75,22.25,229
epipelagic,10^5 g,17.75,22.75,2
epipelagic,10^5 g,18.25,12.75,138
epipelagic,10^5 g,18.25,13.25,405
epipelagic,10^5 g,18.25,13.75,366
epipelagic,10^5 g,18.25,14.25,36
epipelagic,10^5 g,18.25,14.75,27
epipelagic,10^5 g,18.25,15.75,21
epipelagic,10^5 g,18.25,16.25,10
epipelagic,10^5 g,18.25,16.75,22
epipelagic,10^5 g,18.25,17.25,303
epipelagic,10^5 g,18.25,17.75,132
epipelagic,10^5 g,18.25,18.25,5
epipelagic,10^5 g,18.25,18.75,11
epipelagic,10^5 g,18.25,19.25,12
epipelagic,10^5 g,18.25,19.75,6
epipelagic,10^5 g,18.25,20.25,14
epipelagic,10^5 g,18.25,20.75,21
epipelagic,10^5 g,18.25,21.25,2
epipelagic,10^5 g,18.25,21.75,56
epipelagic,10^5 g,18.25,22.25,247
epipelagic,10^5 g,18.75,12.75,2
epipelagic,10^5 g,18.75,13.25,105
epipelagic,10^5 g,18.75,13.75,135
epipelagic,10^5 g,18.75,14.25,186
epipelagic,10^5 g,18.75,14.75,67
epipelagic,10^5 g,18.75,15.25,126
epipelagic,10^5 g,18.75,15.75,9
epipelagic,10^5 g,18.75,16.75,17
epipelagic,10^5 g,18.75,17.25,10
epipelagic,10^5 g,18.75,17.75,59
epipelagic,10^5 g,18.75,18.25,50
epipelagic,10^5 g,18.75,18.75,12
epipelagic,10^5 g,18.75,19.25,11
epipelagic,10^5 g,18.75,19.75,16
epipelagic,10^5 g,18.75,20.25,8
epipelagic,10^5 g,18.75,20.75,2
epipelagic,10^5 g,18.75,21.25,3
epipelagic,10^5 g,18.75,21.75,77
epipelagic,10^5 g,18.75,22.25,137
epipelagic,10^5 g,18.75,22.75,4
epipelagic,10^5 g,19.25,14.25,105
epipelagic,10^5 g,19.25,14.75,182
epipelagic,10^5 g,19.25,15.25,79
epipelagic,10^5 g,19.25,15.75,8
epipelagic,10^5 g,19.25,16.25,111
epipelagic,10^5 g,19.25,17.25,4
epipelagic,10^5 g,19.25,17.75,92
epipelagic,10^5 g,19.25,18.25,44
epipelagic,10^5 g,19.25,18.75,138
epipelagic,10^5 g,19.25,19.25,26
epipelagic,10^5 g,19.25,19.75,25
epipelagic,10^5 g,19.25,20.25,4
epipelagic,10^5 g,19.25,20.75,21
epipelagic,10^5 g,19.25,21.25,3
epipelagic,10^5 g,19.25,21.75,118
epipelagic,10^5 g,19.25,22.25,79
epipelagic,10^5 g,19.25,22.75,5
epipelagic,10^5 g,19.75,13.75,1
epipelagic,10^5 g,19.75,14.25,12
epipelagic,10^5 g,19.75,14.75,40
epipelagic,10^5 g,19.75,15.25,141
epipelagic,10^5 g,19.75,15.75,98
epipelagic,10^5 g,19.75,16.75,43
epipelagic,10^5 g,19.75,17.25,5
epipelagic,10^5 g,19.75,17.75,140
epipelagic,10^5 g,19.75,18.25,48
epipelagic,10^5 g,19.75,18.75,177
epipelagic,10^5 g,19.75,19.25,41
epipelagic,10^5 g,19.75,19.75,50
epipelagic,10^5 g,19.75,20.25,3
epipelagic,10^5 g,19.75,20.75,28
epipelagic,10^5 g,19.75,21.25,5
epipelagic,10^5 g,19.75,21.75,107
epipelagic,10^5 g,19.75,22.25,158
epipelagic,10^5 g,19.75,22.75,45
epipelagic,10^5 g,20.25,12.75,1
epipelagic,10^5 g,20.25,14.75,1
epipelagic,10^5 g,20.25,15.25,19
epipelagic,10^5 g,20.25,15.75,214
epipelagic,10^5 g,20.25,16.25,250
epipelagic,10^5 g,20.25,16.75,16
epipelagic,10^5 g,20.25,17.25,5
epipelagic,10^5 g,20.25,17.75,4
epipelagic,10^5 g,20.25,18.25,30
epipelagic,10^5 g,20.25,18.75,14
epipelagic,10^5 g,20.25,19.25,27
epipelagic,10^5 g,20.25,19.75,50
epipelagic,10^5 g,20.25,20.25,30
epipelagic,10^5 g,20.25,20.75,24
epipelagic,10^5 g,20.25,21.25,4
epipelagic,10^5 g,20.25,21.75,71
epipelagic,10^5 g,20.25,22.25,258
epipelagic,10^5 g,20.25,22.75,1472
epipelagic,10^5 g,20.75,15.75,16
epipelagic,10^5 g,20.75,16.25,83
epipelagic,10^5 g,20.75,16.75,748
epipelagic,10^5 g,20.75,17.25,242
epipelagic,10^5 g,20.75,17.75,265
epipelagic,10^5 g,20.75,18.25,9
epipelagic,10^5 g,20.75,18.75,5
epipelagic,10^5 g,20.75,19.25,8
epipelagic,10^5 g,20.75,19.75,106
epipelagic,10^5 g,20.75,20.25,30
epipelagic,10^5 g,20.75,20.75,107
epipelagic,10^5 g,20.75,21.25,10
epipelagic,10^5 g,20.75,21.75,44
epipelagic,10^5 g,20.75,22.25,129
epipelagic,10^5 g,20.75,22.75,646
epipelagic,10^5 g,21.25,15.25,1
epipelagic,10^5 g,21.25,15.75,9
epipelagic,10^5 g,21.25,16.25,21
epipelagic,10^5 g,21.25,16.75,24
epipelagic,10^5 g,21.25,17.25,143
epipelagic,10^5 g,21.25,17.75,386
epipelagic,10^5 g,21.25,18.25,59
epipelagic,10^5 g,21.25,18.75,66
epipelagic,10^5 g,21.25,19.25,31
epipelagic,10^5 g,21.25,19.75,59
epipelagic,10^5 g,21.25,20.25,6
epipelagic,10^5 g,21.25,20.75,103
epipelagic,10^5 g,21.25,21.25,150
epipelagic,10^5 g,21.25,21.75,35
epipelagic,10^5 g,21.25,22.25,98
epipelagic,10^5 g,21.25,22.75,222
epipelagic,10^5 g,21.75,16.25,3
epipelagic,10^5 g,21.75,16.75,4
epipelagic,10^5 g,21.75,17.25,11
epipelagic,10^5 g,21.75,17.75,165
epipelagic,10^5 g,21.75,18.25,204
epipelagic,10^5 g,21.75,18.75,58
epipelagic,10^5 g,21.75,19.25,89
epipelagic,10^5 g,21.75,19.75,113
epipelagic,10^5 g,21.75,20.25,5
epipelagic,10^5 g,21.75,20.75,109
epipelagic,10^5 g,21.75,21.25,46
epipelagic,10^5 g,21.75,21.75,68
epipelagic,10^5 g,21.75,22.25,17
epipelagic,10^5 g,21.75,22.75,15
epipelagic,10^5 g,22.25,13.75,1
epipelagic,10^5 g,22.25,16.25,3
epipelagic,10^5 g,22.25,16.75,8
epipelagic,10^5 g,22.25,17.25,23
epipelagic,10^5 g,22.25,17.75,16
epipelagic,10^5 g,22.25,18.25,57
epipelagic,10^5 g,22.25,18.75,141
epipelagic,10^5 g,22.25,19.25,381
epipelagic,10^5 g,22.25,19.75,265
epipelagic,10^5 g,22.25,20.25,56
epipelagic,10^5 g,22.25,20.75,110
epipelagic,10^5 g,22.25,21.25,152
epipelagic,10^5 g,22.25,21.75,107
epipelagic,10^5 g,22.25,22.25,241
epipelagic,10^5 g,22.25,22.75,50
epipelagic,10^5 g,22.25,25.25,3
epipelagic,10^5 g,22.75,16.25,1
epipelagic,10^5 g,22.75,16.75,3
epipelagic,10^5 g,22.75,17.25,1
epipelagic,10^5 g,22.75,17.75,422
epipelagic,10^5 g,22.75,18.25,40
epipelagic,10^5 g,22.75,18.75,76
epipelagic,10^5 g,22.75,19.25,71
epipelagic,10^5 g,22.75,19.75,184
epipelagic,10^5 g,22.75,20.25,406
epipelagic,10^5 g,22.75,20.75,206
epipelagic,10^5 g,22.75,21.25,282
epipelagic,10^5 g,22.75,21.75,268
epipelagic,10^5 g,22.75,22.25,201
epipelagic,10^5 g,22.75,22.75,67
epipelagic,10^5 g,23.25,16.75,3
epipelagic,10^5 g,23.25,18.75,76
epipelagic,10^5 g,23.25,19.25,15
epipelagic,10^5 g,23.25,19.75,280
epipelagic,10^5 g,23.25,20.25,62
epipelagic,10^5 g,23.25,20.75,475
epipelagic,10^5 g,23.25,21.25,1165
epipelagic,10^5 g,23.25,21.75,1074
epipelagic,10^5 g,23.25,22.25,165
epipelagic,10^5 g,23.25,22.75,74
epipelagic,10^5 g,23.75,15.75,1
epipelagic,10^5 g,23.75,16.25,1
epipelagic,10^5 g,23.75,18.25,3
epipelagic,10^5 g,23.75,18.75,42
epipelagic,10^5 g,23.75,19.25,4
epipelagic,10^5 g,23.75,19.75,38
epipelagic,10^5 g,23.75,20.25,25
epipelagic,10^5 g,23.75,20.75,401
epipelagic,10^5 g,23.75,21.25,1547
epipelagic,10^5 g,23.75,21.75,1768
epipelagic,10^5 g,23.75,22.25,514
epipelagic,10^5 g,23.75,22.75,685
epipelagic,10^5 g,23.75,23.25,9
epipelagic,10^5 g,24.25,10.25,1
epipelagic,10^5 g,24.25,16.75,3
epipelagic,10^5 g,24.25,17.75,4
epipelagic,10^5 g,24.25,18.25,2
epipelagic,10^5 g,24.25,18.75,3
epipelagic,10^5 g,24.25,19.25,5
epipelagic,10^5 g,24.25,19.75,64
epipelagic,10^5 g,24.25,20.25,136
epipelagic,10^5 g,24.25,20.75,326
epipelagic,10^5 g,24.25,21.25,2902
epipelagic,10^5 g,24.25,21.75,1967
epipelagic,10^5 g,24.25,22.25,129
epipelagic,10^5 g,24.25,22.75,70
epipelagic,10^5 g,24.25,23.25,5
epipelagic,10^5 g,24.75,17.75,2
epipelagic,10^5 g,24.75,18.25,2
epipelagic,10^5 g,24.75,19.25,3
epipelagic,10^5 g,24.75,19.75,16
epipelagic,10^5 g,24.75,20.25,33
epipelagic,10^5 g,24.75,20.75,422
epipelagic,10^5 g,24.75,21.25,2958
epipelagic,10^5 g,24.75,21.75,5085
epipelagic,10^5 g,24.75,22.25,456
epipelagic,10^5 g,24.75,22.75,4
epipelagic,10^5 g,25.25,16.75,1
epipelagic,10^5 g,25.25,17.75,1
epipelagic,10^5 g,25.25,18.25,6
epipelagic,10^5 g,25.25,19.75,5
epipelagic,10^5 g,25.25,20.25,33
epipelagic,10^5 g,25.25,20.75,842
epipelagic,10^5 g,25.25,21.25,4330
epipelagic,10^5 g,25.25,21.75,8714
epipelagic,10^5 g,25.25,22.25,268
epipelagic,10^5 g,25.25,22.75,2
epipelagic,10^5 g,25.75,11.25,1
epipelagic,10^5 g,25.75,13.25,1
epipelagic,10^5 g,25.75,19.75,2
epipelagic,10^5 g,25.75,20.25,6
epipelagic,10^5 g,25.75,20.75,37
epipelagic,10^5 g,25.75,21.25,625
epipelagic,10^5 g,25.75,21.75,6637
epipelagic,10^5 g,25.75,22.25,193
epipelagic,10^5 g,25.75,22.75,9
epipelagic,10^5 g,26.25,9.25,1
epipelagic,10^5 g,26.25,13.75,1
epipelagic,10^5 g,26.25,15.75,1
epipelagic,10^5 g,26.25,20.25,4
epipelagic,10^5 g,26.25,20.75,81
epipelagic,10^5 g,26.25,21.25,300
epipelagic,10^5 g,26.25,21.75,1962
epipelagic,10^5 g,26.25,22.25,900
epipelagic,10^5 g,26.75,12.25,2
epipelagic,10^5 g,26.75,12.75,2
epipelagic,10^5 g,26.75,14.75,1
epipelagic,10^5 g,26.75,17.25,2
epipelagic,10^5 g,26.75,17.75,2
epipelagic,10^5 g,26.75,19.75,1
epipelagic,10^5 g,26.75,20.25,1
epipelagic,10^5 g,26.75,20.75,64
epipelagic,10^5 g,26.75,21.25,574
epipelagic,10^5 g,26.75,21.75,1454
epipelagic,10^5 g,26.75,22.25,611
epipelagic,10^5 g,27.25,13.75,2
epipelagic,10^5 g,27.25,16.25,1
epipelagic,10^5 g,27.25,16.75,1
epipelagic,10^5 g,27.25,17.75,4
epipelagic,10^5 g,27.25,18.75,4
epipelagic,10^5 g,27.25,19.25,1
epipelagic,10^5 g,27.25,20.75,24
epipelagic,10^5 g,27.25,21.25,315
epipelagic,10^5 g,27.25,21.75,1542
epipelagic,10^5 g,27.25,22.25,1182
epipelagic,10^5 g,27.25,22.75,1
epipelagic,10^5 g,27.75,14.25,1
epipelagic,10^5 g,27.75,16.25,2
epipelagic,10^5 g,27.75,17.75,1
epipelagic,10^5 g,27.75,18.25,1
epipelagic,10^5 g,27.75,18.75,1
epipelagic,10^5 g,27.75,19.25,2
epipelagic,10^5 g,27.75,19.75,3
epipelagic,10^5 g,27.75,20.25,1
epipelagic,10^5 g,27.75,20.75,22
epipelagic,10^5 g,27.75,21.25,369
epipelagic,10^5 g,27.75,21.75,2630
epipelagic,10^5 g,27.75,22.25,1900
epipelagic,10^5 g,28.25,18.75,1
epipelagic,10^5 g,28.25,19.25,1
epipelagic,10^5 g,28.25,19.75,2
epipelagic,10^5 g,28.25,20.25,28
epipelagic,10^5 g,28.25,20.75,892
epipelagic,10^5 g,28.25,21.25,508
epipelagic,10^5 g,28.25,21.75,241
epipelagic,10^5 g,28.25,22.25,21
epipelagic,10^5 g,28.75,20.25,3
epipelagic,10^5 g,28.75,20.75,13
epipelagic,10^5 g,28.75,21.25,599
epipelagic,10^5 g,28.75,21.75,140
epipelagic,10^5 g,28.75,22.25,1
epipelagic,10^5 g,29.25,21.25,87
epipelagic,10^5 g,29.25,21.75,187
epipelagic,10^5 g,29.25,22.25,4
epipelagic,10^5 g,29.75,21.25,21
epipelagic,10^5 g,29.75,21.75,96
epipelagic,10^5 g,29.75,22.25,8
epipelagic,10^6 g,0.75,20.25,1
epipelagic,10^6 g,1.25,13.75,4
epipelagic,10^6 g,1.25,18.75,9
epipelagic,10^6 g,1.75,13.75,1
epipelagic,10^6 g,1.75,15.25,231
epipelagic,10^6 g,1.75,15.75,159
epipelagic,10^6 g,1.75,16.25,13
epipelagic,10^6 g,2.25,15.25,4
epipelagic,10^6 g,2.25,16.25,1
epipelagic,10^6 g,2.25,16.75,18
epipelagic,10^6 g,2.25,17.25,110
epipelagic,10^6 g,2.25,18.25,588
epipelagic,10^6 g,2.75,16.25,32
epipelagic,10^6 g,2.75,16.75,1285
epipelagic,10^6 g,2.75,17.25,465
epipelagic,10^6 g,2.75,17.75,56
epipelagic,10^6 g,2.75,18.25,842
epipelagic,10^6 g,2.75,19.75,72
epipelagic,10^6 g,3.25,16.25,168
epipelagic,10^6 g,3.25,16.75,1183
epipelagic,10^6 g,3.25,17.25,1894
epipelagic,10^6 g,3.25,17.75,1357
epipelagic,10^6 g,3.25,18.25,4574
epipelagic,10^6 g,3.25,18.75,11618
epipelagic,10^6 g,3.25,19.25,1273
epipelagic,10^6 g,3.25,19.75,1
epipelagic,10^6 g,3.75,15.25,81
epipelagic,10^6 g,3.75,15.75,61
epipelagic,10^6 g,3.75,16.25,275
epipelagic,10^6 g,3.75,16.75,619
epipelagic,10^6 g,3.75,17.25,536
epipelagic,10^6 g,3.75,17.75,1106
epipelagic,10^6 g,3.75,18.25,1213
epipelagic,10^6 g,3.75,18.75,846
epipelagic,10^6 g,3.75,19.75,10
epipelagic,10^6 g,3.75,20.25,5
epipelagic,10^6 g,3.75,22.25,1
epipelagic,10^6 g,4.25,13.25,23
epipelagic,10^6 g,4.25,13.75,646
epipelagic,10^6 g,4.25,14.25,1576
epipelagic,10^6 g,4.25,14.75,2036
epipelagic,10^6 g,4.25,15.25,431
epipelagic,10^6 g,4.25,15.75,21
epipelagic,10^6 g,4.25,16.25,52
epipelagic,10^6 g,4.25,16.75,318
epipelagic,10^6 g,4.25,17.25,132
epipelagic,10^6 g,4.25,17.75,234
epipelagic,10^6 g,4.25,18.25,417
epipelagic,10^6 g,4.25,18.75,8
epipelagic,10^6 g,4.25,19.25,1
epipelagic,10^6 g,4.25,20.75,2
epipelagic,10^6 g,4.75,12.25,58
